,event,event_code,time,user,message,category,code
5591,match round two,9,[4:32:17] ,angrycapitalist,i think its like for ex shoulder,cdesign,4
5592,match round two,9,[4:32:23] ,aqthagawd,ex shoulder is,cdesign,4
5593,match round two,9,[4:32:32] ,varodor,mvc in years maybe,game,9
5594,match round two,9,[4:32:35] ,damuffinman,mvc within the next years guaranteed,game,9
5595,match round two,9,[4:32:42] ,galexylo,kanzuki waifu theme,cdesign,4
5596,match round two,9,[4:32:43] ,itsakili,mvci is so good why make a marvel,game,9
5597,match round two,9,[4:32:43] ,damuffinman,too much money on the table not to,game,9
5598,match lose,12,[4:33:02] ,rashidoo,yeet,other,10
5599,match lose,12,[4:33:03] ,gailardiagalan,damuffinman shall we put money on that,other,10
5600,match lose,12,[4:33:04] ,kumikones,i like that her target combo doesnt whiff at max range,caction,3
5601,match lose,12,[4:33:15] ,damuffinman,gailardiagalan lets go,comment,2
5602,match lose,12,[4:33:16] ,robzoobie,that ult looks so good,cdesign,4
5608,match win,11,[4:33:56] ,empgeneraltsochicken,it wouldnt surprise me if mvc just never happens,game,9
5609,match win,11,[4:33:57] ,damuffinman,you know how much money they make off that franchise they would never let that go,game,9
5610,match win,11,[4:34:07] ,biscuittricks,theres still money there,other,10
5611,match win,11,[4:34:10] ,aitcho,do random frame trap super,request,1
5635,match round one,8,[4:36:00] ,empgeneraltsochicken,capcom wont be making any fighting games for a long time lol capcom makes all their money from monster hunter resident evil and dmc,game,9
5636,match round one,8,[4:36:29] ,thexiiking,stop talking like you work for capcom and speak to capcom higher ups empgeneraltsochicken,game,9
5637,match round one,8,[4:36:30] ,damuffinman,yea but they put the mon hun guy in charge of fighting games now so they obviously have plans empgeneraltsochicken,game,9
5638,match round one,8,[4:36:34] ,lurknazmonster,that fang skinewww,caction,3
5639,match round one,8,[4:36:43] ,itsakili,capcom might make a monster hunter d fighter pamasip,game,9
5640,match round one,8,[4:36:44] ,metalxoath,o thats just fang in general,caction,3
5641,match round one,8,[4:36:46] ,metalxoath,ewww,badp,7
5642,match round one,8,[4:36:52] ,gailardiagalan,damuffinman i would love to see another mvc game but honestly both of them need to get their head out of their asses they made a game it was disliked and then they dropped it no support nothing no changes nothing that is fucked up,game,9
5643,match round one,8,[4:36:53] ,varodor,super sfv for ps,game,9
5644,match lose,12,[4:37:19] ,alcampy,the fake super silver is here,game,9
5645,match lose,12,[4:37:20] ,machriphi,yeah capcom also through a ton of money into their esports division development and what other games do they make that are esports besides fighting games,game,9
5646,match lose,12,[4:37:25] ,rashidoo,o,other,10
5647,match lose,12,[4:37:29] ,damuffinman,gailardiagalan i agree man it was a major fuck up but i got hope ya kno and im thinkin theyll give it another shot for moneysake,game,9
5648,match round two,9,[4:37:38] ,komradekontroll,megaman battle royale,other,10
5649,match round two,9,[4:37:38] ,machriphi,theyre definitely going to work on new fighting games but nothing is coming out on the current console generation that just doesnt make any sense,game,9
5650,match round two,9,[4:37:58] ,shajita,machriphi depending on how teppen works out quite literally nothing fighting games are their entire esportscene,other,10
5651,match round two,9,[4:38:07] ,damuffinman,yea everything they got planned fighting gamewise will be next gen,game,9
5652,match round two,9,[4:38:08] ,lurknazmonster,m and h dp for her are fireball immune right,other,10
5653,match round two,9,[4:38:11] ,empgeneraltsochicken,i mean their big reveal for sf after months was characters it seems to me that the capcom fg division doesnt have much of a budget to work with,game,9
5654,match round two,9,[4:38:13] ,gailardiagalan,if they do then they better listen to fans it seems like they just dont care about mvc since quite a few years,game,9
5655,match win,11,[4:38:26] ,naughtyjuri,machriphi dmcvresident evil sold a lot they have tons of ips they making money on,game,9
5656,match win,11,[4:38:29] ,alcampy,not even a combo,caction,3
5657,match win,11,[4:38:30] ,damuffinman,yea i agree with you guys,other,10
5658,match win,11,[4:38:33] ,empgeneraltsochicken,e will be interesting though,other,10
5659,match win,11,[4:38:34] ,voitr,voitr is new here say hello,other,10
5660,match win,11,[4:38:35] ,damuffinman,but gotta hope damuffderp,other,10
5670,match win,11,[4:39:30] ,shajita,at least both of the new consoles will have a lot of backwards functionality so theoretically they could release for multiple platforms with crossplay,game,9
5671,match win,11,[4:39:31] ,ranhibiki,that crossup hit box looks pretty good,caction,3
5672,match win,11,[4:39:33] ,empgeneraltsochicken,damuffinman we should start panicking if they reveal no new fighting games at e or capcom cup thats when its really rip,game,9
5673,match win,11,[4:39:38] ,budafuka,coward,badp,7
5674,match win,11,[4:39:44] ,voitr,does lucia have a dp,question,8
5675,match win,11,[4:39:44] ,killacam,good shite,goodp,6
5676,match win,11,[4:39:47] ,stickykilkenny,bullyvesper,other,10
5677,match win,11,[4:39:52] ,damuffinman,empgeneraltsochicken yea then ill be like fuckkk its over,other,10
5678,match win,11,[4:39:52] ,thexiiking,rashidoo it doesnt make you a pervo to appreciate something youre attracted to,other,10
5679,match win,11,[4:39:53] ,machriphi,naughtyjuri i said that capcom put a bunch of money into their esports development division this year i asked what games they make besides fighting games that are esports then you said mh dmc and re,game,9
5680,match round one,8,[4:39:59] ,empgeneraltsochicken,damuffinman,other,10
5681,match round one,8,[4:40:00] ,itsakili,e basically didnt happen this year maxlol,other,10
5682,match round one,8,[4:40:01] ,giefreplays,im going to go ahead and not panic because of a schedule set by some guy in twitch chat,other,10
5683,match round one,8,[4:40:07] ,varodor,look like where no more these no season kage the only one,game,9
5684,match round one,8,[4:40:23] ,lordmargarita,voitr yes,other,10
5685,match round one,8,[4:40:28] ,wutevadude,dont poison have a command,question,8
5686,match round one,8,[4:40:31] ,freakyyyy,guys wtf is wrong with ehonda trials,question,8
5687,match round one,8,[4:40:44] ,naughtyjuri,machriphi esports doesnt sell games just help the tournament scene thats it really dont want all capcom games going esports,game,9
5688,match round one,8,[4:40:48] ,yunggrasshopper,even on lower level fang is annoying lol,other,10
5689,match round one,8,[4:40:50] ,voitr,lordmargarita thank you,other,10
5690,match round one,8,[4:40:55] ,ragingmarmot,d,other,10
5691,match lose,12,[4:41:03] ,itsakili,she does,other,10
5692,match lose,12,[4:41:09] ,naughtyjuri,making great games for the fans is what sells,game,9
5693,match lose,12,[4:41:11] ,empgeneraltsochicken,fangs are op lmao,cinfo,5
5694,match lose,12,[4:41:16] ,ustinodj,can you just jump at me so i can test some aas,request,1
5695,match lose,12,[4:41:17] ,rashidoo,ustin dont blow your brains out just yet,other,10
5696,match round two,9,[4:41:21] ,metalxoath,does that count as karma for ur vt fireballs lol,question,8
5697,match round two,9,[4:41:21] ,rashidoo,okie,other,10
5698,match round two,9,[4:41:22] ,shajita,stupid fang hes polluting the bathwater,caction,3
5699,match round two,9,[4:41:27] ,komradekontroll,idk man some of the most popular games out there now are straight booty,game,9
5700,match round two,9,[4:41:40] ,thatlnsomniaczack,empgeneraltsochicken food your name is making me hungry bearpopcorn,other,10
5701,match round two,9,[4:41:40] ,ustinodj,that might work,request,1
5702,match win,11,[4:41:46] ,thatlnsomniaczack,dood,other,10
5703,match win,11,[4:41:46] ,lurknazmonster,just bully this guy hard lol,request,1
5704,match win,11,[4:41:48] ,zyxwhitewind,let go,request,1
5716,match win,11,[4:42:58] ,falciegaiah,you have some resets like ex shoulder into crmk into meaty shoulder but i still think its a waste of meter,caction,3
5717,match win,11,[4:43:01] ,llesor,i think vt is cooler,comment,2
5718,match win,11,[4:43:02] ,kumikones,tonfa is easier to use and easier to activate,request,1
5719,match win,11,[4:43:03] ,zyxwhitewind,knight stick,request,1
5720,match win,11,[4:43:06] ,damuffinman,i get scared when i think about it im brown,comment,2
5721,match win,11,[4:43:06] ,cbascombe,she is crazy man,cinfo,5
5722,match win,11,[4:43:07] ,thatlnsomniaczack,thatbit should have been maki,request,1
5723,match win,11,[4:43:08] ,oneaboveallad,where is the bundle i cant find it,question,8
5724,match win,11,[4:43:08] ,ragingmarmot,it doesnt last very long,cinfo,5
5725,match win,11,[4:43:11] ,exgleipnir,why not just reset after shoulder,question,8
5726,match win,11,[4:43:11] ,bloodtidesgm,isnt that what poison used to use lmao,cinfo,5
5727,match win,11,[4:43:15] ,exgleipnir,it was in the trailer,game,9
5728,match win,11,[4:43:16] ,kury,which v trigger do you preferwhy,question,8
5729,match win,11,[4:43:20] ,chronodragon,police brutality,game,9
5767,match round one,8,[4:45:30] ,shajita,euboy here cet,other,10
5768,match round one,8,[4:45:31] ,jameal,i am originally from eu but live in hk,other,10
5769,match round one,8,[4:45:31] ,besmirt,its am here in eu,other,10
5770,match round one,8,[4:45:32] ,easxl,am east coast,other,10
5771,match round one,8,[4:45:36] ,jameal,mad protests out here atm,other,10
5772,match round one,8,[4:45:38] ,varodor,good morning,other,10
5773,match round one,8,[4:45:38] ,exgleipnir,this blanka has no idea whats going on,other,10
5774,match round one,8,[4:45:41] ,mrkr,eu grill,other,10
5775,match round one,8,[4:45:43] ,thatlnsomniaczack,murica doods,other,10
5776,match round one,8,[4:45:44] ,jlocke,am west side,other,10
5777,match round one,8,[4:45:49] ,exgleipnir,i heard hong kong is baout to go nuts,other,10
5778,match round one,8,[4:45:55] ,sdlgz,its am up in this biscuit,other,10
5779,match round one,8,[4:45:58] ,exgleipnir,cuz the grading system or something,other,10
5780,match round one,8,[4:46:03] ,menilapaper,am here,other,10
5781,match round one,8,[4:46:04] ,jameal,exgleipnir been going nuts for a while,other,10
5782,match round one,8,[4:46:07] ,exgleipnir,yup medium something into something else,other,10
5783,match round one,8,[4:46:13] ,besmirt,we need more of these streams,other,10
5784,match round one,8,[4:46:14] ,jameal,they closed the trains today,other,10
5785,match round one,8,[4:46:19] ,jameal,got home early at least ha,other,10
5786,match win,11,[4:46:20] ,lordmargarita,am here,other,10
5787,match win,11,[4:46:26] ,exgleipnir,yeah grade people on their behavior obviously that second grade logic is gonna work,other,10
5788,match win,11,[4:46:29] ,damuffinman,i cant imagine people fighting in that heat jameal,other,10
5789,match win,11,[4:46:31] ,killacam,bruh its am over here,other,10
5790,match win,11,[4:46:32] ,exgleipnir,naiiiice,other,10
5791,match win,11,[4:46:33] ,damuffinman,shit is brutal,caction,3
5792,match round two,9,[4:46:37] ,oneaboveallad,lurknazmonster thanks,other,10
5793,match round two,9,[4:46:40] ,doryuzuluvgc,doryuzuluvgc is new here say hello heyguys,other,10
5794,match round two,9,[4:46:48] ,exgleipnir,the heat probably makes it more brutal,other,10
5795,match round two,9,[4:46:53] ,jameal,damuffinman haha dude u gotta give it to them but they are using umbrellas to shield the sun,other,10
5796,match round two,9,[4:46:55] ,lurknazmonster,np its hard to find in the list oneaboveallad,other,10
5797,match round two,9,[4:46:56] ,exgleipnir,yeah this blanka wants to crack out,caction,3
5798,match round two,9,[4:47:00] ,damuffinman,hk heat is no joke i almost passed out,other,10
5799,match round two,9,[4:47:03] ,exgleipnir,damn mad props,cdesign,4
5800,match round two,9,[4:47:06] ,jameal,yea its hot atm,other,10
5801,match round two,9,[4:47:12] ,kumikones,its more damage to do command run into kicks,cinfo,5
5802,match round two,9,[4:47:13] ,jameal,best time to visit is october,other,10
5803,match win,11,[4:47:23] ,damuffinman,i visited in june i regretted it,other,10
5804,match win,11,[4:47:24] ,exgleipnir,her slide is apparently a problem,caction,3
5805,match win,11,[4:47:33] ,shinzo,dont get set ups off run into kicks thats why teh damage is higher,request,1
5806,match win,11,[4:47:36] ,machriphi,times wut,other,10
5807,match win,11,[4:47:37] ,varodor,hr stream,other,10
5808,match win,11,[4:47:37] ,zyxwhitewind,we needed streams,other,10
5809,match round one,8,[4:47:50] ,stickykilkenny,ultra silver,game,9
5810,match round one,8,[4:47:57] ,shinzo,her oki isnt great so using kicks means you have to oki after the hard knockdown,request,1
5811,match round one,8,[4:48:02] ,itsakili,am here,other,10
5812,match round one,8,[4:48:02] ,igrimninja,this guy out here gate keeping these poor silvers tsk tsk lol,game,9
5813,match round one,8,[4:48:03] ,exgleipnir,her hk is liteerally codys,other,10
5814,match round one,8,[4:48:09] ,damuffinman,i can never stream more than hours my ass starts to hurt,other,10
5815,match round one,8,[4:48:21] ,naughtyjuri,late night streams the best,other,10
5816,match round one,8,[4:48:29] ,jlocke,get a butt cushion,request,1
5817,match round one,8,[4:48:29] ,exgleipnir,yeah this blanka has no idea wtf is going on,cinfo,5
5818,match round one,8,[4:48:35] ,thatlnsomniaczack,damuffinman then get an ass cushion doodbutt,request,1
5819,match round one,8,[4:48:40] ,damuffinman,i might,other,10
5820,match round one,8,[4:48:41] ,sephsrot,this stage is gdlk,game,9
5821,match win,11,[4:48:47] ,lurknazmonster,they gave her a hard boston accent lmao,cdesign,4
5822,match win,11,[4:48:48] ,jlocke,thatlnsomniaczack this guy gets it,comment,2
5823,match win,11,[4:48:55] ,komradekontroll,ass cushion does nothing for me just gotta stand up and stretch,cinfo,5
5824,match win,11,[4:48:55] ,varodor,respect the low punoko,caction,3
5825,match win,11,[4:48:55] ,exgleipnir,that accent is so dope though,cdesign,4
5826,match win,11,[4:48:56] ,lordmargarita,ed and ken also have a similiar hk and i think her overhead is identical to sagats,cinfo,5
5827,match round two,9,[4:49:00] ,thatlnsomniaczack,jlocke doodbro,other,10
5828,match round two,9,[4:49:02] ,exgleipnir,boston chicks are chill af,cdesign,4
5829,match round two,9,[4:49:11] ,exgleipnir,east coast in general,other,10
5830,match round two,9,[4:49:16] ,gailardiagalan,gtfo,other,10
5831,match round two,9,[4:49:24] ,gailardiagalan,nothing better than european women,other,10
5832,match round two,9,[4:49:32] ,exgleipnir,at least the ones raised right,other,10
5833,match round two,9,[4:49:32] ,spliffybaz,east coast so uptight,other,10
5834,match round two,9,[4:49:34] ,naughtyjuri,noticed capcom didnt announce season pass and supposedly there was more announcement,game,9
5835,match round two,9,[4:49:37] ,iveseenfootageistaynoided,i miss the flag of imperial japan on the wall,game,9
5836,match round two,9,[4:49:42] ,damuffinman,im out leaving work thanks for the stream bro,other,10
5837,match round two,9,[4:49:42] ,exgleipnir,right now the tier list says otherwise,game,9
